Period	Data_value	Type
2011.04	3.14	68
2011.05	3.01	68
2011.06	2.99	68
2011.07	3.15	68
2011.08	3.27	68
2011.09	3.24	68
2011.1	3.22	68
2011.11	3.51	68
2011.12	3.12	68
2012.01	3.34	68
2012.02	3.39	68
2012.03	3.26	68
2012.04	3.39	68
2012.05	3.41	68
2012.06	3.37	68
2012.07	3.51	68
2012.08	3.47	68
2012.09	3.25	68
2012.1	3.17	68
2012.11	3.3	68
2012.12	3.27	68
2013.01	3.32	68
2013.02	3.56	68
2013.03	3.37	68
2013.04	3.4	68
2013.05	3.49	68
2013.06	3.4	68
2013.07	3.39	68
2013.08	3.29	68
2013.09	3.36	68
2013.1	3.34	68
2013.11	3.44	68
2013.12	3.41	68
2014.01	3.3	68
2014.02	3.5	68
2014.03	3.28	68
2014.04	3.52	68
2014.05	3.39	68
2014.06	3.53	68
2014.07	3.52	68
2014.08	3.55	68
2014.09	3.5	68
2014.1	3.31	68
2014.11	3.4	68
2014.12	3.42	68
2015.01	3.47	68
2015.02	3.55	68
2015.03	3.41	68
2015.04	3.57	68
2015.05	3.49	68
2015.06	3.49	68
2015.07	3.55	68
2015.08	3.1	68
2015.09	3.45	68
2015.1	3.49	68
2015.11	3.35	68
2015.12	3.43	68
2016.01	3.25	68
2016.02	3.18	68
2016.03	3.47	68
2016.04	3.5	68
2016.05	3.4	68
2016.06	3.37	68
2016.07	3.4	68
2016.08	3.3	68
2016.09	3.54	68
2016.1	3.35	68
2016.11	3.32	68
2016.12	3.42	68
2017.01	3.33	68
2017.02	3.43	68
2017.03	3.34	68
2017.04	3.36	68
2017.05	3.37	68
2017.06	3.54	68
2017.07	3.36	68
2017.08	3.49	68
2017.09	3.46	68
2017.1	3.33	68
2017.11	3.42	68
2017.12	3.5	68
2018.01	3.41	68
2018.02	3.55	68
2018.03	3.4	68
2018.04	3.37	68
2018.05	3.51	68
2018.06	3.58	68
2018.07	3.58	68
2018.08	3.44	68
2007.02	7.23	69
2007.03	7.25	69
2007.04	6.82	69
2007.05	6.9	69
2007.06	7.76	69
2007.07	7.57	69
2007.08	7.68	69
2007.09	7.55	69
2007.1	7.16	69
2007.11	7.6	69
2007.12	7.43	69
2008.01	7.31	69
2008.02	7.25	69
2008.03	6.91	69
2008.04	7.27	69
2008.05	7.63	69
2008.06	7.55	69
2008.07	7.64	69
2008.08	7.85	69
2008.09	8.36	69
2008.1	8.81	69
2008.11	8.98	69
2008.12	8.69	69
2009.01	8.98	69
2009.02	8.12	69
2009.03	8.97	69
2009.04	8.99	69
2009.05	8.76	69
2009.06	8.87	69
2009.07	8.33	69
2009.08	8.42	69
2009.09	8.53	69
2009.1	8.13	69
2009.11	8.19	69
2009.12	6.09	69
2010.01	7.34	69
2010.02	7.84	69
2010.03	8.42	69
2010.04	7.49	69
2010.05	8.86	69
2010.06	7.8	69
2010.07	7.24	69
2010.08	6.98	69
2010.09	7.56	69
2010.1	7.84	69
2010.11	8.34	69
2010.12	7.35	69
2011.01	8.31	69
2011.02	8.52	69
2011.03	8.81	69
2011.04	9.13	69
2011.05	9.24	69
2011.06	8.7	69
2011.07	8.78	69
2011.08	8.51	69
2011.09	8.7	69
2011.1	8.88	69
2011.11	9.32	69
2011.12	8.67	69
2012.01	8.82	69
2012.02	9.52	69
2012.03	8.98	69
2012.04	8.88	69
2012.05	7.63	69
2012.06	8.86	69
2012.07	9	69
2012.08	8.88	69
2012.09	9.62	69
2012.1	9.33	69
2012.11	8.8	69
2012.12	8.74	69
2013.01	8.35	69
2013.02	8.49	69
2013.03	9.03	69
2013.04	9.53	69
2013.05	8.79	69
2013.06	8.72	69
2013.07	9.27	69
2013.08	9.34	69
2013.09	9.62	69
2013.1	8.48	69
2013.11	9.79	69
2013.12	9.31	69
2014.01	9.49	69
2014.02	9.4	69
2014.03	9.03	69
2014.04	9.13	69
2014.05	8.1	69
2014.06	8.95	69
2014.07	8.65	69
2014.08	8.74	69
2014.09	10.18	69
2014.1	9.16	69
2014.11	9.67	69
2014.12	9.6	69
2015.01	11.05	69
2015.02	10.62	69
2015.03	10.27	69
2015.04	10.38	69
2015.05	10.5	69
2015.06	10.72	69
2015.07	10.8	69
2015.08	11.09	69
2015.09	10.31	69
2015.1	10.68	69
2015.11	10.85	69
2015.12	10.81	69
2016.01	10.59	69
2016.02	10.83	69
2016.03	10.62	69
2016.04	9.83	69
2016.05	9.51	69
2016.06	10.54	69
2016.07	8.4	69
2016.08	10.17	69
2016.09	10.89	69
2016.1	10.3	69
2016.11	11.12	69
2016.12	10.84	69
2017.01	10.33	69
2017.02	9.61	69
2017.03	10.59	69
2017.04	9.7	69
2017.05	8.65	69
2017.06	9.87	69
2017.07	10.46	69
2017.08	11.07	69
2017.09	9.68	69
2017.1	10.36	69
2017.11	10.21	69
2017.12	10.09	69
2018.01	9.5	69
2018.02	9.88	69
2018.03	10.22	69
2018.04	10.32	69
2018.05	10.01	69
2018.06	10.74	69
2018.07	10.19	69
2018.08	9.49	69
2007.02	4.11	70
2007.03	3.43	70
2007.04	4.76	70
2007.05	6.49	70
2007.06	8.12	70
2007.07	17.1	70
2007.08	12.1	70
2007.09	9.47	70
2007.1	9.77	70
2007.11	5.6	70
2007.12	4.11	70
2008.01	3.51	70
2008.02	4.03	70
2008.03	4.8	70
2008.04	5.34	70
2008.05	7.99	70
2008.06	9.07	70
2008.07	8.62	70
2008.08	13.08	70
2008.09	11.26	70
2008.1	9.59	70
2008.11	6.04	70
2008.12	4.66	70
2009.01	4.42	70
2009.02	3.99	70
2009.03	6.4	70
2009.04	7.23	70
2009.05	7.36	70
2009.06	8.87	70
2009.07	7.84	70
2009.08	7.37	70
2009.09	11.04	70
2009.1	11.91	70
2009.11	6.54	70
2009.12	5.2	70
2010.01	5.04	70
2010.02	3.5	70
2010.03	4	70
2010.04	4.6	70
2010.05	6.47	70
2010.06	12.19	70
2010.07	10.16	70
2010.08	10.15	70
2010.09	12.59	70
2010.1	13.63	70
2010.11	5.82	70
2010.12	4.19	70
2011.01	4.48	70
2011.02	5.6	70
2011.03	5.52	70
2011.04	4.63	70
2011.05	7.55	70
2011.06	12.09	70
2011.07	13.88	70
2011.08	9.5	70
2011.09	9.29	70
2011.1	11.73	70
2011.11	5.3	70
2011.12	5.43	70
2012.01	4.74	70
2012.02	4.09	70
2012.03	4.79	70
2012.04	4.54	70
2012.05	6.77	70
2012.06	12.16	70
2012.07	15.08	70
2012.08	13.91	70
2012.09	15.52	70
2012.1	13.02	70
2012.11	6.6	70
2012.12	5.72	70
2013.01	4.82	70
2013.02	4.65	70
2013.03	4.28	70
2013.04	4.59	70
2013.05	6.75	70
2013.06	8.88	70
2013.07	8.51	70
2013.08	8.28	70
2013.09	18.43	70
2013.1	9.18	70
2013.11	6.24	70
2013.12	5.24	70
2014.01	4.61	70
2014.02	5	70
2014.03	6.96	70
2014.04	6.47	70
2014.05	8.96	70
2014.06	9.62	70
2014.07	11.3	70
2014.08	10.86	70
2014.09	15.93	70
2014.1	13.16	70
2014.11	7.16	70
2014.12	7.11	70
2015.01	6.31	70
2015.02	6.41	70
2015.03	6.15	70
2015.04	5.83	70
2015.05	8.61	70
2015.06	9.41	70
2015.07	8.27	70
2015.08	8.46	70
2015.09	16.46	70
2015.1	11.03	70
2015.11	6.15	70
2015.12	6.04	70
2016.01	5.36	70
2016.02	4.38	70
2016.03	6.09	70
2016.04	6.1	70
2016.05	6.83	70
2016.06	9	70
2016.07	12.4	70
2016.08	12.04	70
2016.09	13.51	70
2016.1	7.71	70
2016.11	6.46	70
2016.12	9.24	70
2017.01	7.64	70
2017.02	7.25	70
2017.03	6.13	70
2017.04	7.84	70
2017.05	10.61	70
2017.06	10.2	70
2017.07	9.05	70
2017.08	8.63	70
2017.09	13.5	70
2017.1	10.55	70
2017.11	7.24	70
2017.12	6.86	70
2018.01	6.03	70
2018.02	7.18	70
2018.03	11.87	70
2018.04	10.93	70
2018.05	10.3	70
2018.06	10.39	70
2018.07	9.63	70
2018.08	10.27	70
2007.02	2.47	71
2007.03	2.6	71
2007.04	2.56	71
2007.05	2.5	71
2007.06	2.53	71
2007.07	2.54	71
2007.08	2.58	71
2007.09	2.62	71
2007.1	2.58	71
2007.11	2.62	71
2007.12	2.6	71
2008.01	2.63	71
2008.02	2.65	71
2008.03	2.58	71
2008.04	2.63	71
2008.05	2.64	71
2008.06	2.73	71
2008.07	2.65	71
2008.08	2.88	71
2008.09	2.8	71
2008.1	2.92	71
2008.11	2.88	71
2008.12	3.08	71
2009.01	3.01	71
2009.02	3.13	71
2009.03	3.04	71
2009.04	2.97	71
2009.05	3.16	71
2009.06	3.16	71
2009.07	3.17	71
2009.08	3.23	71
2009.09	3.15	71
2009.1	3.17	71
2009.11	3.14	71
2009.12	3.1	71
2010.01	3.06	71
2010.02	3	71
2010.03	2.96	71
2010.04	2.9	71
2010.05	2.99	71
2010.06	3.02	71
2010.07	3	71
2010.08	2.89	71
2010.09	3.03	71
2010.1	2.99	71
2010.11	3.14	71
2010.12	3.09	71
2011.01	2.95	71
2011.02	3.01	71
2011.03	3.09	71
2011.04	3.2	71
2011.05	3.01	71
2011.06	3.19	71
2011.07	3.11	71
2011.08	3.12	71
2011.09	3.21	71
2011.1	3.3	71
2011.11	3.49	71
2011.12	3.22	71
2012.01	3.36	71
2012.02	3.54	71
2012.03	3.54	71
2012.04	3.33	71
2012.05	3.47	71
2012.06	3.37	71
2012.07	3.33	71
2012.08	3.25	71
2012.09	3.49	71
2012.1	3.51	71
2012.11	3.27	71
2012.12	3.27	71
2013.01	3.28	71
2013.02	3.51	71
2013.03	3.43	71
2013.04	3.38	71
2013.05	3.36	71
2013.06	3.18	71
2013.07	3.32	71
2013.08	3.34	71
2013.09	3.36	71
2013.1	3.12	71
2013.11	3.32	71
2013.12	3.31	71
2014.01	3.34	71
2014.02	3.29	71
2014.03	3.02	71
2014.04	3.38	71
2014.05	3.34	71
2014.06	3.3	71
2014.07	3.45	71
2014.08	3.12	71
2014.09	3.3	71
2014.1	3.49	71
2014.11	3.3	71
2014.12	3.37	71
2015.01	3.27	71
2015.02	3.34	71
2015.03	3.57	71
2015.04	3.12	71
2015.05	3.2	71
2015.06	3.16	71
2015.07	3.31	71
2015.08	3.18	71
2015.09	3.29	71
2015.1	3.32	71
2015.11	3.31	71
2015.12	3.22	71
2016.01	3.04	71
2016.02	3.24	71
2016.03	3.29	71
2016.04	3.22	71
2016.05	3.28	71
2016.06	3.23	71
2016.07	3.19	71
2016.08	3.28	71
2016.09	3.21	71
2016.1	3.29	71
2016.11	3.2	71
2016.12	3.19	71
2017.01	3.12	71
2017.02	3.22	71
2017.03	3.15	71
2017.04	2.91	71
2017.05	3.13	71
2017.06	3.25	71
2017.07	3.17	71
2017.08	3.12	71
2017.09	3.19	71
2017.1	3.08	71
2017.11	3.21	71
2017.12	3.05	71
2018.01	3.12	71
2018.02	3.16	71
2018.03	3.14	71
2018.04	3.12	71
2018.05	3.22	71
2018.06	3.16	71
2018.07	3.13	71
2018.08	3.14	71
2007.02	1.31	72
2007.03	1.33	72
2007.04	1.33	72
2007.05	1.32	72
2007.06	1.3	72
2007.07	1.43	72
2007.08	1.46	72
2007.09	1.47	72
2007.1	1.5	72
2007.11	1.54	72
2007.12	1.52	72
2008.01	1.52	72
2008.02	1.59	72
2008.03	1.58	72
2008.04	1.56	72
2008.05	1.56	72
2008.06	1.6	72
2008.07	1.58	72
2008.08	1.64	72
2008.09	1.68	72
2008.1	1.69	72
2008.11	1.72	72
2008.12	1.7	72
2009.01	1.68	72
2009.02	1.69	72
2009.03	1.71	72
2009.04	1.71	72
2009.05	1.7	72
2009.06	1.67	72
2009.07	1.71	72
2009.08	1.69	72
2009.09	1.68	72
2009.1	1.68	72
2009.11	1.66	72
2009.12	1.65	72
2010.01	1.71	72
2010.02	1.81	72
2010.03	1.82	72
2010.04	1.83	72
2010.05	1.82	72
2010.06	1.83	72
2010.07	1.89	72
2010.08	1.95	72
2010.09	1.9	72
2010.1	1.96	72
2010.11	1.92	72
2010.12	1.94	72
2011.01	2.01	72
2011.02	2.07	72
2011.03	2.05	72
2011.04	2.07	72
2011.05	2.07	72
2011.06	2.07	72
2011.07	2.05	72
2011.08	2.09	72
2011.09	2.09	72
2011.1	2.07	72
2011.11	2.11	72
2011.12	2.07	72
2012.01	2.11	72
2012.02	2.11	72
2012.03	2.11	72
2012.04	2.11	72
2012.05	2.11	72
2012.06	2.11	72
2012.07	2.1	72
2012.08	2.12	72
2012.09	2.1	72
2012.1	2.1	72
2012.11	2.1	72
2012.12	2.09	72
2013.01	2.09	72
2013.02	2.21	72
2013.03	2.23	72
2013.04	2.24	72
2013.05	2.24	72
2013.06	2.24	72
2013.07	2.25	72
2013.08	2.36	72
2013.09	2.36	72
2013.1	2.44	72
2013.11	2.42	72
2013.12	2.46	72
2014.01	2.47	72
2014.02	2.45	72
2014.03	2.45	72
2014.04	2.47	72
2014.05	2.56	72
2014.06	2.56	72
2014.07	2.56	72
2014.08	2.57	72
2014.09	2.56	72
2014.1	2.56	72
2014.11	2.56	72
2014.12	2.55	72
2015.01	2.54	72
2015.02	2.5	72
2015.03	2.49	72
2015.04	2.51	72
2015.05	2.46	72
2015.06	2.39	72
2015.07	2.33	72
2015.08	2.36	72
2015.09	2.36	72
2015.1	2.33	72
2015.11	2.28	72
2015.12	2.26	72
2016.01	2.35	72
2016.02	2.35	72
2016.03	2.35	72
2016.04	2.31	72
2016.05	2.31	72
2016.06	2.3	72
2016.07	2.38	72
2016.08	2.37	72
2016.09	2.37	72
2016.1	2.41	72
2016.11	2.42	72
2016.12	2.41	72
2017.01	2.54	72
2017.02	2.54	72
2017.03	2.54	72
2017.04	2.54	72
2017.05	2.54	72
2017.06	2.54	72
2017.07	2.6	72
2017.08	2.6	72
2017.09	2.6	72
2017.1	2.62	72
2017.11	2.62	72
2017.12	2.61	72
2018.01	2.59	72
2018.02	2.59	72
2018.03	2.59	72
2018.04	2.61	72
2018.05	2.59	72
2018.06	2.59	72
2018.07	2.66	72
2018.08	2.64	72
2007.02	3.96	73
2007.03	4.69	73
2007.04	5.92	73
2007.05	6.95	73
2007.06	7.02	73
2007.07	11.66	73
2007.08	9.79	73
2007.09	7.05	73
2007.1	5.69	73
2007.11	4.86	73
2007.12	4.86	73
2008.01	4.54	73
2008.02	4.85	73
2008.03	5.14	73
2008.04	4.8	73
2008.05	7	73
2008.06	9.29	73
2008.07	11.88	73
2008.08	11.86	73
2008.09	6.68	73
2008.1	5.66	73
2008.11	4.91	73
2008.12	3.78	73
2009.01	3.97	73
2009.02	3.67	73
2009.03	4.37	73
2009.04	4.96	73
2009.05	5.93	73
2009.06	9.62	73
2009.07	10.17	73
2009.08	11.74	73
2009.09	8.74	73
2009.1	5.73	73
2009.11	4.55	73
2009.12	4.35	73
2010.01	5.01	73
2010.02	4.27	73
2010.03	4.62	73
2010.04	5.08	73
2010.05	6.34	73
2010.06	11.39	73
2010.07	12.29	73
2010.08	9.73	73
2010.09	9.58	73
2010.1	6.78	73
2010.11	4.99	73
2010.12	4.27	73
2011.01	4.67	73
2011.02	4.6	73
2011.03	4.61	73
2011.04	4.7	73
2011.05	8.19	73
2011.06	11.11	73
2011.07	13.41	73
2011.08	13.23	73
2011.09	8.5	73
2011.1	6.2	73
2011.11	5.39	73
2011.12	4.28	73
2012.01	4.47	73
2012.02	4.17	73
2012.03	4.01	73
2012.04	5.14	73
2012.05	8.76	73
2012.06	11.16	73
2012.07	11.29	73
2012.08	12.06	73
2012.09	8.07	73
2012.1	7.09	73
2012.11	4.99	73
2012.12	4.15	73
2013.01	4.08	73
2013.02	6.98	73
2013.03	4.88	73
2013.04	5.16	73
2013.05	10.84	73
2013.06	12.35	73
2013.07	12.57	73
2013.08	13.3	73
2013.09	9.77	73
2013.1	6.22	73
2013.11	5.5	73
2013.12	4.56	73
2014.01	4.5	73
2014.02	4.42	73
2014.03	5.1	73
2014.04	6.27	73
2014.05	9.88	73
2014.06	11.78	73
2014.07	13.7	73
2014.08	11.59	73
2014.09	7.84	73
2014.1	4.81	73
2014.11	4.61	73
2014.12	4.1	73
2015.01	4.07	73
2015.02	3.93	73
2015.03	4.01	73
2015.04	4.88	73
2015.05	8.97	73
2015.06	11.76	73
2015.07	10.27	73
2015.08	11.07	73
2015.09	9.21	73
2015.1	7.69	73
2015.11	5.99	73
2015.12	4.63	73
2016.01	4.09	73
2016.02	3.96	73
2016.03	4.77	73
2016.04	6.98	73
2016.05	8.07	73
2016.06	13.91	73
2016.07	16.14	73
2016.08	12.01	73
2016.09	8.95	73
2016.1	8.11	73
2016.11	5.74	73
2016.12	4.15	73
2017.01	4.69	73
2017.02	4.93	73
2017.03	5.84	73
2017.04	8.4	73
2017.05	9.34	73
2017.06	10.05	73
2017.07	14.97	73
2017.08	16.18	73
2017.09	9.69	73
2017.1	6.04	73
2017.11	5.51	73
2017.12	5.11	73
2018.01	5.57	73
2018.02	5.27	73
2018.03	6.55	73
2018.04	6.85	73
2018.05	9.39	73
2018.06	17.68	73
2018.07	14.33	73
2018.08	12.6	73
2008.07	5.36	74
2008.08	5.35	74
2008.09	5.32	74
2008.1	5.21	74
2008.11	5.34	74
2008.12	5.41	74
2009.01	5.53	74
2009.02	5.55	74
2009.03	5.55	74
2009.04	5.45	74
2009.05	5.56	74
2009.06	5.67	74
2009.07	5.55	74
2009.08	5.58	74
2009.09	5.68	74
2009.1	5.75	74
2009.11	5.77	74
2009.12	5.57	74
2010.01	5.69	74
2010.02	5.6	74
2010.03	5.72	74
2010.04	5.75	74
2010.05	5.73	74
2010.06	5.65	74
2010.07	5.64	74
2010.08	5.59	74
2010.09	5.63	74
2010.1	5.83	74
2010.11	5.93	74
2010.12	6.06	74
2011.01	6.22	74
2011.02	6.2	74
2011.03	6	74
2011.04	6.28	74
2011.05	5.99	74
2011.06	6.26	74
2011.07	6.22	74
2011.08	6.4	74
2011.09	6.48	74
2011.1	6.62	74
2011.11	6.32	74
2011.12	6.33	74
2012.01	6.46	74
2012.02	6.78	74
2012.03	6.43	74
2012.04	6.42	74
2012.05	6.48	74
2012.06	6.71	74
2012.07	6.62	74
2012.08	6.56	74
2012.09	6.58	74
2012.1	6.51	74
2012.11	6.51	74
2012.12	6.57	74
2013.01	6.89	74
2013.02	6.75	74
2013.03	6.4	74
2013.04	6.8	74
2013.05	6.6	74
2013.06	6.82	74
2013.07	6.53	74
2013.08	6.48	74
2013.09	6.38	74
2013.1	6.65	74
2013.11	6.33	74
2013.12	6.46	74
2014.01	6.6	74
2014.02	6.43	74
2014.03	6.25	74
2014.04	6.36	74
2014.05	6.36	74
2014.06	6.38	74
2014.07	6.57	74
2014.08	6.23	74
2014.09	6.33	74
2014.1	6.41	74
2014.11	6.2	74
2014.12	6.23	74
2015.01	6.18	74
2015.02	6.25	74
2015.03	6.14	74
2015.04	6.41	74
2015.05	6.3	74
2015.06	6.13	74
2015.07	6.29	74
2015.08	6.35	74
2015.09	6.45	74
2015.1	6.46	74
2015.11	6.32	74
2015.12	6.32	74
2016.01	6.31	74
2016.02	6.26	74
2016.03	6.18	74
2016.04	6.24	74
2016.05	6.28	74
2016.06	6.37	74
2016.07	6.34	74
2016.08	6.3	74
2016.09	6.26	74
2016.1	6.14	74
2016.11	6.25	74
2016.12	6.28	74
2017.01	6.45	74
2017.02	6.42	74
2017.03	6.59	74
2017.04	6.56	74
2017.05	6.54	74
2017.06	6.47	74
2017.07	6.66	74
2017.08	6.49	74
2017.09	6.67	74
2017.1	6.56	74
2017.11	6.61	74
2017.12	6.38	74
2018.01	6.73	74
2018.02	6.62	74
2018.03	6.58	74
2018.04	6.79	74
2018.05	6.64	74
2018.06	6.23	74
2018.07	6.27	74
2018.08	6.77	74
2008.06	1.19	75
2008.07	1.24	75
2008.08	1.25	75
2008.09	1.2	75
2008.1	1.18	75
2008.11	1.24	75
2008.12	1.27	75
2009.01	1.24	75
2009.02	1.26	75
2009.03	1.23	75
2009.04	1.22	75
2009.05	1.34	75
2009.06	1.38	75
2009.07	1.36	75
2009.08	1.39	75
2009.09	1.34	75
2009.1	1.28	75
2009.11	1.31	75
2009.12	1.34	75
2010.01	1.21	75
2010.02	1.23	75
2010.03	1.27	75
2010.04	1.27	75
2010.05	1.29	75
2010.06	1.28	75
2010.07	1.24	75
2010.08	1.21	75
2010.09	1.28	75
2010.1	1.23	75
2010.11	1.36	75
2010.12	1.31	75
2011.01	1.34	75
2011.02	1.31	75
2011.03	1.27	75
2011.04	1.33	75
2011.05	1.41	75
2011.06	1.45	75
2011.07	1.47	75
2011.08	1.4	75
2011.09	1.54	75
2011.1	1.47	75
2011.11	1.5	75
2011.12	1.45	75
2012.01	1.44	75
2012.02	1.32	75
2012.03	1.33	75
2012.04	1.27	75
2012.05	1.29	75
2012.06	1.32	75
2012.07	1.33	75
2012.08	1.34	75
2012.09	1.35	75
2012.1	1.17	75
2012.11	1.29	75
2012.12	1.3	75
2013.01	1.19	75
2013.02	1.26	75
2013.03	1.25	75
2013.04	1.36	75
2013.05	1.33	75
2013.06	1.35	75
2013.07	1.31	75
2013.08	1.34	75
2013.09	1.28	75
2013.1	1.29	75
2013.11	1.31	75
2013.12	1.17	75
2014.01	1.32	75
2014.02	1.2	75
2014.03	1.21	75
2014.04	1.2	75
2014.05	1.21	75
2014.06	1.28	75
2014.07	1.27	75
2014.08	1.29	75
2014.09	1.33	75
2014.1	1.3	75
2014.11	1.15	75
2014.12	1.23	75
2015.01	1.26	75
2015.02	1.15	75
2015.03	1.12	75
2015.04	1.23	75
2015.05	1.28	75
2015.06	1.18	75
2015.07	1.27	75
2015.08	1.24	75
2015.09	1.16	75
2015.1	1.23	75
2015.11	1.09	75
2015.12	1.14	75
2016.01	1.22	75
2016.02	1.17	75
2016.03	1.13	75
2016.04	1.19	75
2016.05	1.2	75
2016.06	1.16	75
2016.07	1.16	75
2016.08	1.2	75
2016.09	1.16	75
2016.1	1.11	75
2016.11	1.14	75
2016.12	1.14	75
2017.01	1.14	75
2017.02	1.12	75
2017.03	1.14	75
2017.04	1.14	75
2017.05	1.11	75
2017.06	1.15	75
2017.07	1.14	75
2017.08	1.14	75
2017.09	1.14	75
2017.1	1.12	75
2017.11	1.11	75
2017.12	1.18	75
2018.01	1.17	75
2018.02	1.15	75
2018.03	1.17	75
2018.04	1.2	75
2018.05	1.21	75
2018.06	1.25	75
2018.07	1.25	75
2018.08	1.35	75
2008.07	1.89	76
2008.08	1.95	76
2008.09	1.99	76
2008.1	1.9	76
2008.11	1.96	76
2008.12	1.84	76
2009.01	1.93	76
2009.02	1.92	76
2009.03	1.97	76
2009.04	1.93	76
2009.05	1.97	76
2009.06	1.97	76
2009.07	1.99	76
2009.08	1.98	76
2009.09	1.98	76
2009.1	2.13	76
2009.11	2.01	76
2009.12	1.95	76
2010.01	1.93	76
2010.02	1.84	76
2010.03	1.95	76
2010.04	1.89	76
2010.05	1.83	76
2010.06	1.82	76
2010.07	1.79	76
2010.08	1.91	76
2010.09	1.85	76
2010.1	1.84	76
2010.11	1.88	76
2010.12	1.83	76
2011.01	1.8	76
2011.02	1.83	76
2011.03	1.75	76
2011.04	1.85	76
2011.05	1.82	76
2011.06	1.77	76
2011.07	1.84	76
2011.08	1.84	76
2011.09	1.81	76
2011.1	1.8	76
2011.11	1.85	76
2011.12	1.78	76
2012.01	1.81	76
2012.02	1.79	76
2012.03	1.79	76
2012.04	1.82	76
2012.05	1.79	76
2012.06	1.79	76
2012.07	1.81	76
2012.08	1.82	76
2012.09	1.75	76
2012.1	1.77	76
2012.11	1.79	76
2012.12	1.76	76
2013.01	1.79	76
2013.02	1.82	76
2013.03	1.76	76
2013.04	1.75	76
2013.05	1.8	76
2013.06	1.74	76
2013.07	1.81	76
2013.08	1.69	76
2013.09	1.79	76
2013.1	1.72	76
2013.11	1.76	76
2013.12	1.77	76
2014.01	1.84	76
2014.02	1.88	76
2014.03	1.85	76
2014.04	1.85	76
2014.05	1.86	76
2014.06	1.91	76
2014.07	1.82	76
2014.08	1.89	76
2014.09	1.87	76
2014.1	1.83	76
2014.11	1.92	76
2014.12	1.86	76
2015.01	1.83	76
2015.02	1.92	76
2015.03	1.94	76
2015.04	1.97	76
2015.05	1.84	76
2015.06	1.86	76
2015.07	1.81	76
2015.08	2.01	76
2015.09	1.95	76
2015.1	1.82	76
2015.11	1.96	76
2015.12	1.94	76
2016.01	2.05	76
2016.02	2.03	76
2016.03	1.99	76
2016.04	1.97	76
2016.05	1.87	76
2016.06	1.81	76
2016.07	2.01	76
2016.08	2	76
2016.09	1.89	76
2016.1	1.91	76
2016.11	1.92	76
2016.12	1.94	76
2017.01	1.97	76
2017.02	1.87	76
2017.03	1.91	76
2017.04	1.82	76
2017.05	1.78	76
2017.06	1.78	76
2017.07	1.96	76
2017.08	1.89	76
2017.09	1.93	76
2017.1	1.89	76
2017.11	1.93	76
2017.12	1.88	76
2018.01	1.87	76
2018.02	1.9	76
2018.03	1.87	76
2018.04	1.88	76
2018.05	1.88	76
2018.06	1.84	76
2018.07	1.76	76
2018.08	1.81	76
2007.02	2.99	77
2007.03	3.01	77
2007.04	3.07	77
2007.05	3.11	77
2007.06	2.94	77
2007.07	3.04	77
2007.08	3.09	77
2007.09	3.04	77
2007.1	3.3	77
2007.11	3.21	77
2007.12	3.38	77
2008.01	3.28	77
2008.02	3.35	77
2008.03	3.44	77
2008.04	3.26	77
2008.05	3.54	77
2008.06	3.49	77
2008.07	3.33	77
2008.08	3.22	77
2008.09	3.74	77
2008.1	3.82	77
2008.11	4.03	77
2008.12	3.93	77
2009.01	4.11	77
2009.02	4.11	77
2009.03	4.05	77
2009.04	4.2	77
2009.05	4.09	77
2009.06	4.23	77
2009.07	3.94	77
2009.08	3.9	77
2009.09	4.15	77
2009.1	3.92	77
2009.11	4.13	77
2009.12	3.82	77
2010.01	4	77
2010.02	4.02	77
2010.03	3.68	77
2010.04	3.44	77
2010.05	3.73	77
2010.06	3.85	77
2010.07	3.83	77
2010.08	3.93	77
2010.09	3.98	77
2010.1	4.14	77
2010.11	3.96	77
2010.12	4.13	77
2011.01	4.07	77
2011.02	4.03	77
2011.03	3.91	77
2011.04	4.14	77
2011.05	3.91	77
2011.06	4.08	77
2011.07	4.14	77
2011.08	3.96	77
2011.09	4.12	77
2011.1	4.21	77
2011.11	4.22	77
2011.12	4.31	77
2012.01	4.08	77
2012.02	4.22	77
2012.03	4.19	77
2012.04	4.25	77
2012.05	3.92	77
2012.06	3.95	77
2012.07	4.13	77
2012.08	4.26	77
2012.09	4.33	77
2012.1	4.16	77
2012.11	4.04	77
2012.12	4.06	77
2013.01	4.12	77
2013.02	4.23	77
2013.03	4.06	77
2013.04	4.08	77
2013.05	4.14	77
2013.06	4.05	77
2013.07	3.65	77
2013.08	4.2	77
2013.09	4.24	77
2013.1	4.07	77
2013.11	4.05	77
2013.12	4.4	77
2014.01	4.43	77
2014.02	4.29	77
2014.03	3.96	77
2014.04	4.15	77
2014.05	3.92	77
2014.06	4.21	77
2014.07	4.08	77
2014.08	4.2	77
2014.09	4.17	77
2014.1	3.93	77
2014.11	3.99	77
2014.12	4.33	77
2015.01	4.44	77
2015.02	4.34	77
2015.03	4.43	77
2015.04	4.28	77
2015.05	4.31	77
2015.06	3.94	77
2015.07	3.99	77
2015.08	3.84	77
2015.09	3.6	77
2015.1	3.72	77
2015.11	3.74	77
2015.12	4	77
2016.01	3.93	77
2016.02	3.99	77
2016.03	3.72	77
2016.04	3.85	77
2016.05	4.05	77
2016.06	3.94	77
2016.07	3.65	77
2016.08	4.13	77
2016.09	4.12	77
2016.1	4.15	77
2016.11	3.91	77
2016.12	3.75	77
2017.01	4.02	77
2017.02	4.09	77
2017.03	4.05	77
